_id,sid_comment,star,time,comment
,171,4,,人只要跟植物親近，心情就會變好。香草菲菲像是一個大溫室，裡面有美麗的花朵、香草、芬芳的香氣，還能走在高空步道，用不同的視野欣賞室內景色。挑高的設計，沒有壓迫感，廣設的座位與沙發，讓人隨時可以坐下來；在芳香體驗室裡，能聞到特別的香氣(如檜木、依蘭、山雞椒等)，心情與感受也變得不一樣。花100元門票(可抵消費)，可以不必淋雨，不限時間的閱讀、喝咖啡、聞著麵包香氣，與植物們相處，我覺得是一個非常棒的休憩地點。如果時間允許，會常來走走。
,172,5,,第172篇評論找不到，得用RAWDATA回溯
,173,4,,第173篇評論找不到，得用RAWDATA回溯
,174,3,,第174篇評論找不到，得用RAWDATA回溯
,175,5,,第175篇評論找不到，得用RAWDATA回溯
,176,4,,第176篇評論找不到，得用RAWDATA回溯
,177,3,,第177篇評論找不到，得用RAWDATA回溯
,178,4,,第178篇評論找不到，得用RAWDATA回溯
,179,5,,第179篇評論找不到，得用RAWDATA回溯
,180,5,,第180篇評論找不到，得用RAWDATA回溯
,181,4,,第181篇評論找不到，得用RAWDATA回溯
,182,4,,香草菲菲觀光工廠，可以帶寵物，推薦小朋友可以一起去玩，門票一百可以直接折抵裡面的消費不論是食物飲品或是保養品，裡面植株很多，到處都是植物盆栽，場內空間也很寬敞通風，採光非常好，中間有一個空中步道可以上去拍照，但寵物在空中步道不能落地，大狗稍嫌麻煩，一樓為餐廳與飲品店，座位非常多，累了可以坐著休息，最主要是販售植物類香氛或保養品，還有紀念寵物狗菲菲，每個禮拜有一個菲菲日，攜帶寵物去的話可以獲得一個小禮物哦!推薦親朋好友去走走晃晃，逛完也可以去附近的金車蘭花園區賞蘭花
,183,1,,沒有冷氣。沒有冷氣。沒有冷氣。很重要所以說三次。就是個沒有冷氣超級大的玻璃帷幕溫室，短時間走走看看還可以，坐下用餐只要不是在電風扇正吹的地方，悶熱易中暑，我們去三個人三個人全都中暑。服務人員態度很不佳，是說換成我在這種溫度的環境下工作心情應該也不會好。廁所很髒，吃到飽餐廳吃到中途，上個廁所看到滿地大便實在令人反胃。二樓人多時水壓會不足，洗手都沒什麼水，何況沖馬桶……因為是號稱可以帶寵物進的寵物友善餐廳，所以吃飯中途某桌狗吠聲不斷，完全掩蓋掉現場鋼琴演奏樂音，但主人和餐廳也都沒在管。
,184,4,,第184篇評論找不到，得用RAWDATA回溯
,185,4,,場內桂花樹有數十顆超過3層樓年紀約80歲香草植栽供人選購是可以聞花香中途休息吃飯喝茶的地方
,186,5,,第186篇評論找不到，得用RAWDATA回溯
,187,3,,第187篇評論找不到，得用RAWDATA回溯
,188,3,,第188篇評論找不到，得用RAWDATA回溯
,189,5,,第189篇評論找不到，得用RAWDATA回溯
,190,4,,第190篇評論找不到，得用RAWDATA回溯
,191,5,,第191篇評論找不到，得用RAWDATA回溯
,192,4,,第192篇評論找不到，得用RAWDATA回溯
,193,5,,第193篇評論找不到，得用RAWDATA回溯
,194,4,,第194篇評論找不到，得用RAWDATA回溯
,195,5,,第195篇評論找不到，得用RAWDATA回溯
,196,5,,第196篇評論找不到，得用RAWDATA回溯
,197,5,,第197篇評論找不到，得用RAWDATA回溯
,198,5,,第198篇評論找不到，得用RAWDATA回溯
,199,5,,第199篇評論找不到，得用RAWDATA回溯
,200,5,,第200篇評論找不到，得用RAWDATA回溯
,201,4,,第201篇評論找不到，得用RAWDATA回溯
,202,5,,第202篇評論找不到，得用RAWDATA回溯
,203,5,,第203篇評論找不到，得用RAWDATA回溯
,204,2,,第204篇評論找不到，得用RAWDATA回溯
,205,5,,第205篇評論找不到，得用RAWDATA回溯
,206,5,,第206篇評論找不到，得用RAWDATA回溯
,207,5,,第207篇評論找不到，得用RAWDATA回溯
,208,2,,第208篇評論找不到，得用RAWDATA回溯
,209,4,,第209篇評論找不到，得用RAWDATA回溯
,210,4,,第210篇評論找不到，得用RAWDATA回溯
,211,4,,第211篇評論找不到，得用RAWDATA回溯
,212,5,,第212篇評論找不到，得用RAWDATA回溯
,213,5,,第213篇評論找不到，得用RAWDATA回溯
,214,4,,第214篇評論找不到，得用RAWDATA回溯
,215,2,,第215篇評論找不到，得用RAWDATA回溯
,216,5,,第216篇評論找不到，得用RAWDATA回溯
,217,3,,第217篇評論找不到，得用RAWDATA回溯
,218,4,,第218篇評論找不到，得用RAWDATA回溯
,219,4,,第219篇評論找不到，得用RAWDATA回溯
,220,4,,第220篇評論找不到，得用RAWDATA回溯
,221,5,,第221篇評論找不到，得用RAWDATA回溯
,222,5,,第222篇評論找不到，得用RAWDATA回溯
,223,2,,"1. 1130~1400 天空步道不開放 (應該是因為下面是buffet餐廳的原因=>不佳)2.輕食簡餐要1400後才能點 (不想吃buffet的客人，只能在外圍坐坐發呆)3.外圍提供的麵包跟飲料，跟電視上介紹有差，不是想像中的quality4.植物花草還好，普通而已，如果是為了想看花草來這邊，似乎沒有太多驚奇5.如果不想吃buffet,就把這邊當作一個收費休息站，到2f沙發椅子坐坐休息吧!其實就是一個休息站..."
,224,5,,第224篇評論找不到，得用RAWDATA回溯
,225,3,,第225篇評論找不到，得用RAWDATA回溯
,226,5,,第226篇評論找不到，得用RAWDATA回溯
,227,1,,第227篇評論找不到，得用RAWDATA回溯
,228,3,,第228篇評論找不到，得用RAWDATA回溯
,229,4,,第229篇評論找不到，得用RAWDATA回溯
,230,4,,第230篇評論找不到，得用RAWDATA回溯
,231,2,,第231篇評論找不到，得用RAWDATA回溯
,232,4,,第232篇評論找不到，得用RAWDATA回溯
,233,5,,第233篇評論找不到，得用RAWDATA回溯
,234,1,,第234篇評論找不到，得用RAWDATA回溯
,235,4,,第235篇評論找不到，得用RAWDATA回溯
,236,3,,第236篇評論找不到，得用RAWDATA回溯
,237,1,,第237篇評論找不到，得用RAWDATA回溯
,238,3,,第238篇評論找不到，得用RAWDATA回溯
,239,2,,第239篇評論找不到，得用RAWDATA回溯
,240,1,,第240篇評論找不到，得用RAWDATA回溯
,241,5,,第241篇評論找不到，得用RAWDATA回溯
,242,3,,第242篇評論找不到，得用RAWDATA回溯
,243,4,,第243篇評論找不到，得用RAWDATA回溯
,244,4,,第244篇評論找不到，得用RAWDATA回溯
,245,3,,第245篇評論找不到，得用RAWDATA回溯
,246,5,,第246篇評論找不到，得用RAWDATA回溯
,247,4,,第247篇評論找不到，得用RAWDATA回溯
,248,5,,第248篇評論找不到，得用RAWDATA回溯
,249,3,,第249篇評論找不到，得用RAWDATA回溯
,250,5,,第250篇評論找不到，得用RAWDATA回溯
,251,5,,第251篇評論找不到，得用RAWDATA回溯
,252,4,,第252篇評論找不到，得用RAWDATA回溯
,253,5,,第253篇評論找不到，得用RAWDATA回溯
,254,5,,第254篇評論找不到，得用RAWDATA回溯
,255,5,,第255篇評論找不到，得用RAWDATA回溯
,256,3,,第256篇評論找不到，得用RAWDATA回溯
,257,4,,第257篇評論找不到，得用RAWDATA回溯
,258,3,,第258篇評論找不到，得用RAWDATA回溯
,259,3,,第259篇評論找不到，得用RAWDATA回溯
,260,5,,第260篇評論找不到，得用RAWDATA回溯
,261,5,,第261篇評論找不到，得用RAWDATA回溯
,262,5,,第262篇評論找不到，得用RAWDATA回溯
,263,4,,第263篇評論找不到，得用RAWDATA回溯
,264,5,,第264篇評論找不到，得用RAWDATA回溯
,265,4,,第265篇評論找不到，得用RAWDATA回溯
,266,3,,第266篇評論找不到，得用RAWDATA回溯
,267,4,,第267篇評論找不到，得用RAWDATA回溯
,268,5,,第268篇評論找不到，得用RAWDATA回溯
,269,5,,第269篇評論找不到，得用RAWDATA回溯
,270,5,,第270篇評論找不到，得用RAWDATA回溯
,271,3,,第271篇評論找不到，得用RAWDATA回溯
,272,3,,第272篇評論找不到，得用RAWDATA回溯
,273,4,,第273篇評論找不到，得用RAWDATA回溯
