_id,sid_comment,star,time,comment
,11,3,,第11篇評論找不到，得用RAWDATA回溯
,12,1,,第12篇評論找不到，得用RAWDATA回溯
,13,1,,服務態度差員工搞不清楚狀況3樓沒人顧、檯子簡陋比路邊攤不如燈泡奶茶還敢賣88元無恥到極點
,14,3,,第14篇評論找不到，得用RAWDATA回溯
,15,4,,第15篇評論找不到，得用RAWDATA回溯
,16,1,,第16篇評論找不到，得用RAWDATA回溯
,17,3,,第17篇評論找不到，得用RAWDATA回溯
,18,1,,第18篇評論找不到，得用RAWDATA回溯
,19,3,,第19篇評論找不到，得用RAWDATA回溯
,20,4,,第20篇評論找不到，得用RAWDATA回溯
,21,4,,"珍珠奶茶（英語譯名：Bubble tea, Pearl milk tea），簡稱珍奶，又稱粉圓奶茶（Tapioca (ball) tea）、波霸奶茶（Boba/Poba milk tea）、泡泡茶（Bubble Tea的直譯），是1980年代起源於臺灣的茶類飲料，為臺灣泡沫紅茶、粉圓茶飲文化中的分支，將粉圓（在此處又別稱珍珠、波霸）加入奶茶中，另有「珍珠紅（綠）茶」、「珍珠奶綠」等變種，由於口感特殊，所以受到廣大的歡迎與回響，也成為臺灣最具代表性的飲食之一，並從臺灣流行至周邊國家地區甚至世界各地。由於食材特性，需以吸管飲用為其特色，近年來由於環保意識抬頭，許多民眾從原本習慣的塑膠吸管改以玻璃吸管、不鏽鋼吸管等環保材質來飲用，店家則是不提供吸管或改提供紙吸管作為替代塑膠吸管的方案。"
,22,5,,第22篇評論找不到，得用RAWDATA回溯
,23,3,,第23篇評論找不到，得用RAWDATA回溯
,24,5,,第24篇評論找不到，得用RAWDATA回溯
,25,5,,第25篇評論找不到，得用RAWDATA回溯
,26,5,,第26篇評論找不到，得用RAWDATA回溯
,27,5,,第27篇評論找不到，得用RAWDATA回溯
,28,5,,第28篇評論找不到，得用RAWDATA回溯
,29,5,,第29篇評論找不到，得用RAWDATA回溯
,30,1,,第30篇評論找不到，得用RAWDATA回溯
,31,5,,第31篇評論找不到，得用RAWDATA回溯
,32,1,,第32篇評論找不到，得用RAWDATA回溯
,33,3,,這地點是真的好遠⋯親子到這應該很爽，年輕人到這除了喝珍奶就沒了 哈哈算是台灣文化體驗啦！還是可以來參觀一下
,34,1,,第34篇評論找不到，得用RAWDATA回溯
,35,3,,第35篇評論找不到，得用RAWDATA回溯
,36,1,,第36篇評論找不到，得用RAWDATA回溯
,37,4,,第37篇評論找不到，得用RAWDATA回溯
,38,1,,第38篇評論找不到，得用RAWDATA回溯
,39,1,,服務台人員態度極差，大老遠從台北開車來貴公司參觀，打算假日家族旅遊來參觀不過居然貴公司不把我們這些小客人放眼裡那我能做的只有給你們一顆星 ，並且告訴所有年輕遊客別來這；服務台人員不會把你放在眼裡
,40,5,,第40篇評論找不到，得用RAWDATA回溯
,41,5,,第41篇評論找不到，得用RAWDATA回溯
,42,5,,第42篇評論找不到，得用RAWDATA回溯
,43,5,,第43篇評論找不到，得用RAWDATA回溯
,44,5,,第44篇評論找不到，得用RAWDATA回溯
,45,2,,第45篇評論找不到，得用RAWDATA回溯
,46,5,,第46篇評論找不到，得用RAWDATA回溯
,47,3,,第47篇評論找不到，得用RAWDATA回溯
,48,3,,第48篇評論找不到，得用RAWDATA回溯
,49,5,,第49篇評論找不到，得用RAWDATA回溯
,50,3,,第50篇評論找不到，得用RAWDATA回溯
,51,1,,第51篇評論找不到，得用RAWDATA回溯
,52,2,,第52篇評論找不到，得用RAWDATA回溯
,53,5,,第53篇評論找不到，得用RAWDATA回溯
,54,3,,第54篇評論找不到，得用RAWDATA回溯
,55,3,,第55篇評論找不到，得用RAWDATA回溯
,56,3,,第56篇評論找不到，得用RAWDATA回溯
,57,5,,第57篇評論找不到，得用RAWDATA回溯
,58,4,,第58篇評論找不到，得用RAWDATA回溯
,59,5,,第59篇評論找不到，得用RAWDATA回溯
,60,5,,第60篇評論找不到，得用RAWDATA回溯
,61,5,,第61篇評論找不到，得用RAWDATA回溯
,62,2,,第62篇評論找不到，得用RAWDATA回溯
,63,5,,第63篇評論找不到，得用RAWDATA回溯
,64,5,,第64篇評論找不到，得用RAWDATA回溯
,65,5,,第65篇評論找不到，得用RAWDATA回溯
,66,4,,第66篇評論找不到，得用RAWDATA回溯
,67,5,,第67篇評論找不到，得用RAWDATA回溯
,68,5,,第68篇評論找不到，得用RAWDATA回溯
,69,1,,第69篇評論找不到，得用RAWDATA回溯
,70,1,,第70篇評論找不到，得用RAWDATA回溯
,71,5,,第71篇評論找不到，得用RAWDATA回溯
,72,5,,第72篇評論找不到，得用RAWDATA回溯
,73,4,,第73篇評論找不到，得用RAWDATA回溯
,74,5,,第74篇評論找不到，得用RAWDATA回溯
,75,1,,天氣很熱，館內更熱，點了餐點邊流汗邊吃魷魚很好吃，沒有燈泡奶茶，需要消費1000元才有黑糖珍珠奶，就是鮮奶+珍珠（沒有黑糖味）上到樓上導覽熱到不可思議，估計沒有人也沒有空調和電風扇逛完一圈走到室外反而更涼爽⋯
,76,4,,第76篇評論找不到，得用RAWDATA回溯
,77,3,,第77篇評論找不到，得用RAWDATA回溯
,78,3,,1.好停車場地大，外頭很大一棟，但逛的地方不多！2.珍珠奶茶介紹在二樓，一小部分可以逛。沒有導覽得自行逛逛，一樓買東西的販賣部超大。3.一整間店感覺是都在賣東西，買了幾包即溶包。4.熱食的產品都不便宜，不是很好吃可以嚐嚐看即可。5.園內大約15-20分鐘就可以離開。
,79,5,,第79篇評論找不到，得用RAWDATA回溯
,80,5,,第80篇評論找不到，得用RAWDATA回溯
,81,1,,第81篇評論找不到，得用RAWDATA回溯
,82,5,,第82篇評論找不到，得用RAWDATA回溯
,83,5,,第83篇評論找不到，得用RAWDATA回溯
,84,4,,第84篇評論找不到，得用RAWDATA回溯
,85,4,,第85篇評論找不到，得用RAWDATA回溯
,86,3,,第86篇評論找不到，得用RAWDATA回溯
,87,5,,第87篇評論找不到，得用RAWDATA回溯
,88,3,,第88篇評論找不到，得用RAWDATA回溯
,89,5,,第89篇評論找不到，得用RAWDATA回溯
,90,5,,第90篇評論找不到，得用RAWDATA回溯
,91,5,,第91篇評論找不到，得用RAWDATA回溯
,92,2,,真的很普通點了星星推薦的兩款珍珠很普通整間屋子都是油煙(讓人無法多待)真的很可惜
,93,5,,第93篇評論找不到，得用RAWDATA回溯
,94,3,,第94篇評論找不到，得用RAWDATA回溯
,95,3,,第95篇評論找不到，得用RAWDATA回溯
,96,1,,第96篇評論找不到，得用RAWDATA回溯
,97,1,,第97篇評論找不到，得用RAWDATA回溯
,98,1,,隨便買了一樣產品榛果奶茶，滿心期待，結果整個爛透了，泡出來，底部一大堆渣渣，用熱水再度沖泡想一口氣像吃藥一樣喝入，結果超稠的，我差點反胃吐出來，真的很失敗，各位請慎選其他產品———————-不死心泡了三次，濃度一直降低到需要加糖來提味，結果還是渣渣不少😥。其實也不用勞駕回收，我銅牆鐵胃的，但希望趕快檢驗產品，我是覺是配方有問題，為了提味參雜不溶解成分，無非是想降低成本；另外希望對員工好些，第一次去針對某些產品提出小疑問，員工竟說不知道，主因是產品都要花錢自己買來吃，所以幾乎沒吃過公司的東西，聽到都傻眼了。對自己公司的東西不了解，這⋯
,99,5,,第99篇評論找不到，得用RAWDATA回溯
,100,5,,第100篇評論找不到，得用RAWDATA回溯
,101,4,,第101篇評論找不到，得用RAWDATA回溯
,102,4,,第102篇評論找不到，得用RAWDATA回溯
,103,1,,第103篇評論找不到，得用RAWDATA回溯
,104,5,,非常推薦貴公司的餐廳，我們也常去，而且讚譽有佳，所以總是跟周邊親友推薦。可惜，今日女兒回來大抱怨：1、僵屍蛋糕2、葷食很多不太新鮮3、菜沒洗乾淨也許最近疫情嚴重，客人太少，導致目前這種狀況，這是我們可以理解的，但品質的維持是最好的廣告，相信貴公司一定也會認同的！今日女兒回來，聽到貴公司準備花大錢做廣告，個人認為有點本末倒置，若能維持品質，再來廣告才是好的廣告，否則只是反宣傳而已！貴公司餐廳屬於少數台灣我們所喜歡的餐廳，期待貴公司能挺過目前的困境，必能鴻圖大展！
,105,5,,第105篇評論找不到，得用RAWDATA回溯
,106,5,,第106篇評論找不到，得用RAWDATA回溯
,107,5,,第107篇評論找不到，得用RAWDATA回溯
,108,3,,第108篇評論找不到，得用RAWDATA回溯
,109,5,,第109篇評論找不到，得用RAWDATA回溯
,110,4,,第110篇評論找不到，得用RAWDATA回溯
,111,5,,第111篇評論找不到，得用RAWDATA回溯
,112,4,,宜蘭的第一站，到前打電話報名參加珍珠奶茶diy，一想到可以自己可以親手做珍珠變很興奮，建築風格明顯🏠外牆是清水混泥牆，稱是節能綠建築，樓梯部分是沒有冷氣有一點熱，廁所也是採用自然通風。後來和櫃檯人員了解後才明白，製作珍珠奶茶分兩種一種是「手作珍珠diy」製作時間（2-3小時），另外一種「手搖珍珠diy 」是把珍珠放在容器中加入奶茶☕️（30分鐘）。天啊！差好多！好在一個人做另外一個人可以陪同，費用攤提下來又減少，製作過程只適合小朋友，對我們這些大人有點無聊（就是怕泡奶茶+珍珠）。不過倒是第一次看到珍珠粉的原料=樹薯粉的盆栽🎍，倒是有學到這點！其他無特別。
,113,1,,擺幾個瓶瓶罐罐就開店...文化發展始呢？弄個紙做的地攤店還有老舊自行車就上架觀光路線二樓繞下來一樓直接進到超大佔地面積的商店，這環境感覺就搜集商品來賣而已，其中燈泡奶茶杯不外售，兩個方案可以用到燈泡奶茶杯，第一DIY報名才要好像399吧！第二：燈泡奶茶杯要用可以！點餐！現場使用不能帶走。第三：真要帶走有個方式，消費1000元送一個小的...無語了...
,114,4,,第114篇評論找不到，得用RAWDATA回溯
,115,5,,第115篇評論找不到，得用RAWDATA回溯
,116,5,,第116篇評論找不到，得用RAWDATA回溯
,117,3,,第117篇評論找不到，得用RAWDATA回溯
,118,3,,第118篇評論找不到，得用RAWDATA回溯
,119,5,,第119篇評論找不到，得用RAWDATA回溯
,120,5,,第120篇評論找不到，得用RAWDATA回溯
,121,3,,第121篇評論找不到，得用RAWDATA回溯
,122,5,,第122篇評論找不到，得用RAWDATA回溯
,123,3,,第123篇評論找不到，得用RAWDATA回溯
,124,3,,第124篇評論找不到，得用RAWDATA回溯
,125,5,,第125篇評論找不到，得用RAWDATA回溯
,126,3,,第126篇評論找不到，得用RAWDATA回溯
,127,5,,第127篇評論找不到，得用RAWDATA回溯
,128,5,,第128篇評論找不到，得用RAWDATA回溯
,129,1,,第129篇評論找不到，得用RAWDATA回溯
,130,3,,第130篇評論找不到，得用RAWDATA回溯
,131,5,,第131篇評論找不到，得用RAWDATA回溯
,132,4,,第132篇評論找不到，得用RAWDATA回溯
,133,3,,第133篇評論找不到，得用RAWDATA回溯
,134,5,,第134篇評論找不到，得用RAWDATA回溯
,135,5,,第135篇評論找不到，得用RAWDATA回溯
,136,5,,第136篇評論找不到，得用RAWDATA回溯
,137,4,,第137篇評論找不到，得用RAWDATA回溯
,138,4,,第138篇評論找不到，得用RAWDATA回溯
,139,5,,第139篇評論找不到，得用RAWDATA回溯
,140,2,,第140篇評論找不到，得用RAWDATA回溯
,141,5,,第141篇評論找不到，得用RAWDATA回溯
,142,4,,可停留時間大約20-30分鐘看看解說買個珍珠回家DIY 煮珍奶但感覺不會想再去第二次除非想買珍珠回家煮
,143,5,,第143篇評論找不到，得用RAWDATA回溯
,144,1,,就是個大間點的小賣店…景點常看到的那種。珍奶路邊買就好，燈泡瓶子露天有。餐廳更是慘到難以言諭，量少又爆貴，牛排我煎起來還比你好吃！
,145,1,,黑糖珍珠撞奶，就是直接給你一杯熱牛奶跟用白開水煮的黑白雙珠，你這樣跟我說叫黑糖珍珠？找店員問，結果店員居然是直接對著吸管加黑糖漿！你用那黑糖漿的罐子對過多少人的吸管加啊？有夠噁心！而且直接加爆，直接變糖漿，傻眼要嗎就沒味道，要嗎就重口味，哈囉？貴公司真的有想要經營嗎？人事超差勁的
,146,5,,第146篇評論找不到，得用RAWDATA回溯
,147,4,,第147篇評論找不到，得用RAWDATA回溯
,148,1,,第148篇評論找不到，得用RAWDATA回溯
,149,5,,第149篇評論找不到，得用RAWDATA回溯
,150,5,,第150篇評論找不到，得用RAWDATA回溯
,151,2,,第151篇評論找不到，得用RAWDATA回溯
,152,5,,第152篇評論找不到，得用RAWDATA回溯
,153,1,,第153篇評論找不到，得用RAWDATA回溯
,154,5,,第154篇評論找不到，得用RAWDATA回溯
,155,5,,第155篇評論找不到，得用RAWDATA回溯
,156,4,,第156篇評論找不到，得用RAWDATA回溯
,157,5,,第157篇評論找不到，得用RAWDATA回溯
,158,5,,第158篇評論找不到，得用RAWDATA回溯
,159,5,,第159篇評論找不到，得用RAWDATA回溯
,160,5,,第160篇評論找不到，得用RAWDATA回溯
,161,2,,第161篇評論找不到，得用RAWDATA回溯
,162,5,,第162篇評論找不到，得用RAWDATA回溯
,163,4,,第163篇評論找不到，得用RAWDATA回溯
,164,1,,"珍珠奶茶比路邊攤買難喝.刈包也很難吃照燒雞沒照燒味連醬油味都沒有....說好的珍奶文化館,演進史放個木桶、鐵桶(說是攤車文化...好歹放個攤車裝置藝術吧?)、塑膠杯....燈泡奶茶模型也很鬧....好歹做一個裡面中空的填充液體跟球還比較像!"
,165,5,,第165篇評論找不到，得用RAWDATA回溯
,166,5,,第166篇評論找不到，得用RAWDATA回溯
,167,4,,第167篇評論找不到，得用RAWDATA回溯
,168,4,,第168篇評論找不到，得用RAWDATA回溯
,169,5,,第169篇評論找不到，得用RAWDATA回溯
,170,4,,第170篇評論找不到，得用RAWDATA回溯
,171,1,,說好的珍奶博物館結果展區超小，模型做的不錯但也沒什麼可看性 不到十分鐘就參觀完了 這樣還自稱博物館？？星期一不開放三樓 沒有DIY^-^？？一樓販賣部超大，但賣的都是一些沒特色、到處都買得到的東西專程坐車跑來真的失望透頂
,172,5,,第172篇評論找不到，得用RAWDATA回溯
,173,5,,第173篇評論找不到，得用RAWDATA回溯
,174,5,,第174篇評論找不到，得用RAWDATA回溯
,175,4,,第175篇評論找不到，得用RAWDATA回溯
,176,5,,第176篇評論找不到，得用RAWDATA回溯
,177,5,,第177篇評論找不到，得用RAWDATA回溯
,178,4,,第178篇評論找不到，得用RAWDATA回溯
,179,5,,第179篇評論找不到，得用RAWDATA回溯
,180,4,,第180篇評論找不到，得用RAWDATA回溯
,181,2,,第181篇評論找不到，得用RAWDATA回溯
,182,5,,如果你一直在尋找一個漂亮的樓梯讓你在宜蘭的淋雨之旅可以有張漂漂亮亮的照片可以紀念那你！就應該來珍奶博物館這樓梯讓你怎麼拍都美美的 不像外面怎麼拍都超濕超狼狽超炫的背光打光設計也讓你醜醜的臉不會為照片扣分紀念品店也超好逛我們一直去喝試喝的珍奶 店員也一直讓我喝 超親切的後來我拿了一罐黑糖糖漿 店員問我：怎麼不一起買珍珠但我真的不想買珍珠 覺得會沒時間煮 然後就放到壞掉惹所以就回他幹你屁事就走惹這邊真的很不綽！！
,183,2,,第183篇評論找不到，得用RAWDATA回溯
,184,1,,第184篇評論找不到，得用RAWDATA回溯
,185,4,,第185篇評論找不到，得用RAWDATA回溯
,186,5,,第186篇評論找不到，得用RAWDATA回溯
,187,1,,第187篇評論找不到，得用RAWDATA回溯
,188,5,,第188篇評論找不到，得用RAWDATA回溯
,189,1,,第189篇評論找不到，得用RAWDATA回溯
,190,4,,第190篇評論找不到，得用RAWDATA回溯
,191,5,,第191篇評論找不到，得用RAWDATA回溯
,192,5,,第192篇評論找不到，得用RAWDATA回溯
,193,3,,第193篇評論找不到，得用RAWDATA回溯
,194,3,,第194篇評論找不到，得用RAWDATA回溯
,195,5,,第195篇評論找不到，得用RAWDATA回溯
,196,5,,第196篇評論找不到，得用RAWDATA回溯
,197,3,,第197篇評論找不到，得用RAWDATA回溯
,198,1,,一樓下午茶自助餐廳品質超差！熟食炸物區都冷的 高湯也是冷的電磁爐就應該保持加溫 居然是等有客人才開啟食材新鮮度也不好 選擇也不多總而言之只有燈泡珍奶尚可 其餘食材cp極低。
,199,5,,第199篇評論找不到，得用RAWDATA回溯
,200,3,,第200篇評論找不到，得用RAWDATA回溯
,201,2,,第201篇評論找不到，得用RAWDATA回溯
,202,5,,第202篇評論找不到，得用RAWDATA回溯
,203,4,,第203篇評論找不到，得用RAWDATA回溯
,204,5,,第204篇評論找不到，得用RAWDATA回溯
,205,1,,第205篇評論找不到，得用RAWDATA回溯
,206,4,,第206篇評論找不到，得用RAWDATA回溯
,207,4,,下雨天的好備案只是珍奶文化介紹部分，對小小孩來講沒有互動性還好消費（購物）滿200元可以到樓上珍珠樂園遊玩樂園不大比較陽春，但狂溜滑梯已足讓小小孩放電了雖然這次無緣享用館內的主題餐但旁邊的小點跟飲品還是滿不錯的（炸魷魚好吃）邊吃邊在樂園旁顧小孩，爸媽不無聊😁
,208,5,,第208篇評論找不到，得用RAWDATA回溯
,209,5,,第209篇評論找不到，得用RAWDATA回溯
,210,4,,第210篇評論找不到，得用RAWDATA回溯
,211,3,,第211篇評論找不到，得用RAWDATA回溯
,212,4,,第212篇評論找不到，得用RAWDATA回溯
,213,5,,第213篇評論找不到，得用RAWDATA回溯
,214,3,,停車很方便、珍珠很好吃以外，我想有什麼特色的一個景點。這應該就是團客會停留的一個採買伴手禮的一個地方吧！建築蠻新的，也算寬闊，但是電梯及動線規劃不是很好，重點樓梯也不是很清楚。2樓有介紹珍珠的故事是蠻好的，只不過欠缺一些規劃如果加上工廠實作的展示的確會會更好，有實作體驗的活動但是看起來沒什麼特色，三樓還有看板可以拍照，但是要消費滿一定金額才能進入（重點是沒什麼好買的，因為缺乏特色商品），有熟食及珍奶現場販賣，動線與服務流程看起來應該是缺乏訓練，真不曉得還可以協助開店的輔導？整體應該只有珍奶真的不錯喝推薦黑糖珍珠奶茶（保久乳的奶）雖然不是鮮奶但是重點是珍珠真的很棒啊。就是一個去外帶一杯珍奶就可以的地方
,215,5,,第215篇評論找不到，得用RAWDATA回溯
,216,4,,珍奶還不錯喝 奶味多 茶味少 大概半糖 。Gomage餐點並沒有告知卷可以點選的主餐有哪些 所以要到當場才知道 我照片有補充 飯廳現場服務人員還需要訓練 有些餐點還不是很清楚哪些是gomage使用 哪些不是｡ 也有狀況有訂位 但是確沒登記到的狀況 至於其他部分我覺得還可以不用做補充｡
,217,5,,第217篇評論找不到，得用RAWDATA回溯
,218,5,,第218篇評論找不到，得用RAWDATA回溯
,219,1,,第219篇評論找不到，得用RAWDATA回溯
,220,1,,第220篇評論找不到，得用RAWDATA回溯
,221,5,,第221篇評論找不到，得用RAWDATA回溯
,222,4,,第222篇評論找不到，得用RAWDATA回溯
,223,3,,第223篇評論找不到，得用RAWDATA回溯
,224,4,,第224篇評論找不到，得用RAWDATA回溯
,225,1,,第225篇評論找不到，得用RAWDATA回溯
,226,5,,第226篇評論找不到，得用RAWDATA回溯
,227,3,,第227篇評論找不到，得用RAWDATA回溯
,228,5,,第228篇評論找不到，得用RAWDATA回溯
,229,5,,第229篇評論找不到，得用RAWDATA回溯
,230,3,,第230篇評論找不到，得用RAWDATA回溯
,231,5,,第231篇評論找不到，得用RAWDATA回溯
,232,3,,第232篇評論找不到，得用RAWDATA回溯
,233,5,,第233篇評論找不到，得用RAWDATA回溯
,234,3,,第234篇評論找不到，得用RAWDATA回溯
,235,3,,第235篇評論找不到，得用RAWDATA回溯
,236,4,,第236篇評論找不到，得用RAWDATA回溯
,237,1,,第237篇評論找不到，得用RAWDATA回溯
,238,3,,第238篇評論找不到，得用RAWDATA回溯
,239,4,,第239篇評論找不到，得用RAWDATA回溯
,240,5,,第240篇評論找不到，得用RAWDATA回溯
,241,4,,第241篇評論找不到，得用RAWDATA回溯
,242,2,,第242篇評論找不到，得用RAWDATA回溯
,243,5,,第243篇評論找不到，得用RAWDATA回溯
,244,5,,第244篇評論找不到，得用RAWDATA回溯
,245,3,,不如想像中的好，也許去的時候是平日，冷冷清清的！一樓餐點的自助吧新鮮度欠佳，有些海鮮吃起來會怕怕的，但套餐的燈泡珍奶可續杯很棒，只可惜套餐真的只有主餐+燈泡珍奶。吃不飽只能吃自助吧填飽。整體來說一樓比較熱鬧。二樓算是簡單認識珍珠的過程。但平日還是覺得只能自己拍照觀賞，沒有介紹導覽。三樓就只有假日開放。如果沒有去吃飯的話，平日逗留時間應該最多在30分左右。 以上是個人參觀的看法。謝謝
,246,5,,第246篇評論找不到，得用RAWDATA回溯
,247,4,,第247篇評論找不到，得用RAWDATA回溯
,248,3,,第248篇評論找不到，得用RAWDATA回溯
,249,5,,第249篇評論找不到，得用RAWDATA回溯
,250,3,,第250篇評論找不到，得用RAWDATA回溯
,251,3,,第251篇評論找不到，得用RAWDATA回溯
,252,5,,第252篇評論找不到，得用RAWDATA回溯
,253,2,,第253篇評論找不到，得用RAWDATA回溯
,254,5,,第254篇評論找不到，得用RAWDATA回溯
,255,5,,第255篇評論找不到，得用RAWDATA回溯
,256,4,,第256篇評論找不到，得用RAWDATA回溯
,257,4,,第257篇評論找不到，得用RAWDATA回溯
,258,5,,第258篇評論找不到，得用RAWDATA回溯
,259,3,,第259篇評論找不到，得用RAWDATA回溯
,260,4,,第260篇評論找不到，得用RAWDATA回溯
,261,3,,第261篇評論找不到，得用RAWDATA回溯
,262,4,,第262篇評論找不到，得用RAWDATA回溯
,263,5,,第263篇評論找不到，得用RAWDATA回溯
,264,5,,第264篇評論找不到，得用RAWDATA回溯
,265,3,,第265篇評論找不到，得用RAWDATA回溯
,266,5,,第266篇評論找不到，得用RAWDATA回溯
,267,5,,第267篇評論找不到，得用RAWDATA回溯
