_id,sid_comment,star,time,comment
,11,3,1 週前,適合作為中途停下來休息、吹冷氣的一個點。飲料CP值低，同樣價錢拿去買一般手搖飲比較划算。
,12,neg,2 週前,要求打五星送手環，但手環卻扣不起來，這樣我不行。整體而言普通，餐飲部也大排長龍，感覺可以再更好點。
,13,neg,3 週前,服務態度差員工搞不清楚狀況3樓沒人顧、檯子簡陋比路邊攤不如燈泡奶茶還敢賣88元無恥到極點
,14,3,3 天前,停車場空間不大，遊客休息區不大珍奶館二樓介紹很多關於奶茶的種類，奶茶的進化史……
,15,pos,2 週前,展場不大，有手做課程，裡面餐廳是自助式但需點一主餐會送一杯珍奶
,16,neg,5 天前,特色不足，現場都是賣自己diy的材料包，珍奶包裝比外面賣的更差，感覺不出是專門店
,17,3,1 週前,適合拍到此一遊及吹吹冷氣;;有試喝是用奶精泡的!!!燈泡珍奶忘了喝看看
,18,neg,1 週前,珍珠撞奶喝起來像奶粉泡出來的，不像鮮奶；ㄍㄨㄚˋ包的肉看起來像從真空包裝取出加熱的。
,19,3,2 週前,網路資訊不一致，營業時間都寫不一樣，以為可以吃到6點，結果4點多沙拉吧就收了~
,20,pos,1 天前,停車方便 太陽好大 賣場餐觀路線也不錯 有电梯喔
,21,pos,2 週前,"珍珠奶茶（英語譯名：Bubble tea, Pearl milk tea），簡稱珍奶，又稱粉圓奶茶（Tapioca (ball) tea）、波霸奶茶（Boba/Poba milk tea）、泡泡茶（Bubble Tea的直譯），是1980年代起源於臺灣的茶類飲料，為臺灣泡沫紅茶、粉圓茶飲文化中的分支，將粉圓（在此處又別稱珍珠、波霸）加入奶茶中，另有「珍珠紅（綠）茶」、「珍珠奶綠」等變種，由於口感特殊，所以受到廣大的歡迎與回響，也成為臺灣最具代表性的飲食之一，並從臺灣流行至周邊國家地區甚至世界各地。由於食材特性，需以吸管飲用為其特色，近年來由於環保意識抬頭，許多民眾從原本習慣的塑膠吸管改以玻璃吸管、不鏽鋼吸管等環保材質來飲用，店家則是不提供吸管或改提供紙吸管作為替代塑膠吸管的方案。"
,22,pos,2 週前,DIY珍珠手作好玩又有趣，老師也很親切，小朋友都說下次還要再來！！
,23,3,2 週前,叫一杯珍珠撞奶可以少冰，甜度固定不能變，65元有點小貴！
,24,pos,1 週前,認識珍珠由來及製造 也賣有關珍奶很多好吃又好喝的商品 很棒的體驗
,25,pos,1 週前,介紹珍奶的歷史及製作的過程 有珍奶DIY課程一樓有販賣自家產品及宜蘭特產 附設餐廳及小吃飲料販賣部
,26,pos,1 天前,有好吃好玩的珍珠奶茶DIY活動，真棒。
,27,pos,3 天前,門市服務熱心！超讚！店員真的超棒熱心很用心介紹！服務整體感受超級讚！ 推薦大家！👍🏼👍🏼👍🏼👍🏼👍🏼DIY也很好玩！
,28,pos,1 週前,滿有趣的地方，可以拍拍照買伴手禮，一次買齊不浪費時間
,29,pos,2 週前,手作珍珠diy的老師，人超好很有耐心的指導及協助小朋友完成
,30,neg,2 週前,珍奶出奇的甜，喝了三口就會感覺到膩，珍珠表現平平，奶茶中有股走鐘的烘焙焦味，用餐環境充斥著餐廳的異味，環境衛生有待加強，一瓶88元，除非您想買來拍照，否則建議不要購買！於是我只喝了三口奶茶，和吃了一些珍珠。
,31,pos,2 週前,今天興致勃勃地來到這裏體驗自己做珍珠奶茶，看到了許多介紹覺得很興奮，我們加了很多東西，喝一口，真是太好喝了！希望下次還有機會再來這裡製作一杯好喝的珍珠奶茶！
,32,neg,2 週前,爛爆了，人手嚴重不足，碗盤沒人收，沙拉吧東西沒人補，主餐一個小時後才上(經再三催促)。
,33,3,2 週前,這地點是真的好遠⋯親子到這應該很爽，年輕人到這除了喝珍奶就沒了 哈哈算是台灣文化體驗啦！還是可以來參觀一下
,34,neg,2 週前,說給5星評論送發光手環，結果送的手環每一個都是瑕疵品，扣不起來！櫃檯阿姨還烙跑⋯
,35,3,1 週前,可看度不高，去的時候是非假日，DIY沒有，可玩度也不高。
,36,neg,1 週前,黑糖珍珠奶茶難喝到爆！不懂哪裡這麼多好評！
,37,pos,2 週前,人爆多，珍珠好Q好好吃!連假買珍奶需要排隊排很久，建議家人沒事的可以先去點餐排隊
,38,neg,4 天前,櫃檯結帳店員態度差，發票零錢全部丟在桌上
,39,neg,4 週前,服務台人員態度極差，大老遠從台北開車來貴公司參觀，打算假日家族旅遊來參觀不過居然貴公司不把我們這些小客人放眼裡那我能做的只有給你們一顆星 ，並且告訴所有年輕遊客別來這；服務台人員不會把你放在眼裡
,40,pos,1 個月前,珍珠Q奶茶可以喝半糖，買149樂活全餐好吃划算CP質讚，卜肉量很多，卦包皮很Q
,41,pos,2 週前,適合小孩大人來走走，還有可以拍照的地方喔推薦彩色珍珠，像地瓜口味的珍珠真的很香❤️
,42,pos,4 天前,珍奶，Diy 小朋友玩的很開心!講師課程講解的很仔細
,43,pos,3 週前,DIY珍奶體驗課介紹詳細 還可以了解珍珠知識小朋友闖關遊戲也規劃的很用心是個不錯的親子遊的地方
,44,pos,1 個月前,DIY手搖珍奶非常有趣，果然自己做的才是最好喝的，希望透過這次老師的教學之後能自己手工做個好喝的珍奶
,45,neg,1 個月前,油煙味重，現做方便吃的東西，接單快速，出單超級，慢，憑良心說，珍珠奶茶文化館最不推奶茶，茶沒茶味，奶沒奶味，珍珠還比外面賣的更難吃，手拿餐點還不錯，
,46,pos,2 週前,在奇麗珍奶文化館吸收到了製作珍珠奶茶的知識，教製作珍奶茶老師講解得很詳細，是一個很棒的地方
,47,3,1 個月前,避暑走走不錯，DIY那邊試吃的珍珠不錯，飲食區的珍珠非常普通！跟外面手搖杯比大概是中下吧！血袋飲料”非常甜”
,48,3,1 個月前,免費停車、免門票，2樓展覽可了解飲料加盟知識，原來許多味道都可調出來，珍珠鏡面區很好拍。1樓餐飲區跟土產區，腸胃很弱的兩人，一起點了一杯珍奶，喝了約半杯立刻有些不消化的不舒服症狀出現。
,49,pos,3 週前,自已 diy 特製珍珠奶茶，非常好喝，讓小孩體驗自已動手完成事物，具寓教於樂。
,50,3,1 個月前,來嚐鮮可以，但要吸引人再次造訪，需要多樣性一些，不然只能淪為遊覽車旅遊的停靠站！
,51,neg,1 個月前,大約11點到，場內沒有冷氣很悶熱，告知店員才開冷氣，樓上遊戲區也沒有冷氣，也是告知後才開，冷氣開了後也是不涼，大人小孩滿身汗，環境衛生不ok
,52,neg,2 週前,沒什麼亮點，除了親子跟燈泡珍奶，還能有甚麼可以吸引人到來的地方嗎？
,53,pos,3 週前,Diy珍珠奶茶是個不錯的體驗，在課程中也成長了不少知識，有來的一定要來體驗唷！
,54,3,2 週前,就是一個觀光販賣鋪，天氣好風景還不錯，平日人少來比較推～
,55,3,1 個月前,外觀和內裝還好普通……但販售的食物蠻好吃的，割包雞腿排好吃，椒鹽魷魚紅糟味不錯但椒鹽味略少，珍珠Q彈好吃奶茶也好喝
,56,3,1 個月前,今年四月連假的時候去宜蘭玩，買了兩個真空包裝的珍珠跟一盒芋圓，前者煮出來還蠻好吃的。後者煮出來鍋子裡都是螢光藍色的水，看起來好可怕，但是包裝上面寫純天然，成分看起來也很單純。好可怕..請問有人遇到相同的問題嗎？
,57,pos,2 週前,參觀珍奶的做法，自己DIY珍珠奶茶好好喝。
,58,pos,1 個月前,可以免費試喝珍珠奶茶，參觀珍奶起源的博物館，以前來過一次，夏日人潮還是不少。
,59,pos,1 個月前,非常適合帶大小朋友一起來體驗他們的DIY手搖珍奶過程，全程老師也很細心介紹
,60,pos,2 週前,很有趣的體驗，還有介紹歷史，可惜小孩失控。
,61,pos,2 週前,很適合那種會強迫你購買東西的導遊帶你過來玩
,62,neg,1 個月前,小吃部賣的珍奶裡面的珍珠超級不好吃硬硬的 明明一直很多客人珍珠不可能放太久所以估計沒煮好 雖說是文化館但主要還是賣伴手禮的伴手禮店？？
,63,pos,2 週前,還不錯喝，場地也很好，可惜碰到一堆魍魅拍照，等很久
,64,pos,2 週前,這邊的工作人員都很友善，都很熱心的指導協助我們，推薦大家去那邊參觀😊
,65,pos,1 天前,很適合親子活動的地方，珍奶讚讚👍🏻
,66,pos,3 週前,珍珠很Q彈  門票跟停車免費可惜我們短暫停留 無法拍到內用的燈泡珍珠奶茶
,67,pos,2 週前,珍珠奶茶DIY課程，老師講解非常清楚和細心，值得到此一遊👍
,68,pos,1 個月前,體驗自己做珍奶，真的很開心，解說人員很親切又專業，建議大家可以來參觀
,69,neg,2 個月前,今天在近30度的高溫下，竟然沒有開冷氣，反應過後也是半小時後才開，全館都沒有開冷氣，真的很失專業度。第一次去印象沒這麼差，可能是因為今天參觀人數不多才沒開，但這樣真的很不優…
,70,neg,2 個月前,氣溫33度，早上11點來全館都沒開冷氣，跟火爐一樣，跟服務台反應才開冷氣，開了一個多小時還是一樣熱，大人小孩都滿身汗！沒有用心！
,71,pos,2 個月前,免門票.diy不錯 最棒的是購物滿200就可以讓一個小朋友玩遊戲區1小時（需著襪） ......是讓小孩放電的好地方！
,72,pos,1 個月前,老師講解的很風趣然後DIY課程很好玩價錢公道又好吃停車場方便 東西也很好買👍
,73,pos,2 個月前,珍奶文化館，裡面簡介了珍奶的變革，還有珍珠DIY體驗。一樓也有熟食區可以點飲料跟餐點，還能買紀念品，若有經過不妨可以過去瞧瞧！
,74,pos,2 個月前,小孩會很喜歡，不知道去哪也可以來踏踏吹冷氣，裡面餐廳跟珍奶看起來都很不錯，因為吃飽才去，而且不喝飲料，但那天平常天，裡面很多人用餐。
,75,neg,2 個月前,天氣很熱，館內更熱，點了餐點邊流汗邊吃魷魚很好吃，沒有燈泡奶茶，需要消費1000元才有黑糖珍珠奶，就是鮮奶+珍珠（沒有黑糖味）上到樓上導覽熱到不可思議，估計沒有人也沒有空調和電風扇逛完一圈走到室外反而更涼爽⋯
,76,pos,1 個月前,珍奶還不錯，餐點就很普通，不過餐廳服務人員又親切又可愛.
,77,3,1 個月前,"展示品只有靜態展示,基本上快和遊覽車休息站差不多了...珍珠口感还不錯就是了"
,78,3,2 個月前,1.好停車場地大，外頭很大一棟，但逛的地方不多！2.珍珠奶茶介紹在二樓，一小部分可以逛。沒有導覽得自行逛逛，一樓買東西的販賣部超大。3.一整間店感覺是都在賣東西，買了幾包即溶包。4.熱食的產品都不便宜，不是很好吃可以嚐嚐看即可。5.園內大約15-20分鐘就可以離開。
,79,pos,3 週前,綠建築老闆十分用心，也有DIY活動製作珍奶小朋友玩的很開心
,80,pos,2 個月前,奶茶還ok  ，雖叫珍奶博物館但只是表層的包裝整個博物館以體育教育為中心思想打籃球 踢足球好所在體育人必須得朝聖
,81,neg,2 週前,空間流動路線太窄小，人員手腳太慢，太擁擠，待不到10分
,82,pos,1 個月前,珍珠真的有夠Q嫩的，跟外面的都不一樣，還有好玩的問答活動，帶小孩非常有趣
,83,pos,2 個月前,"販售部的員工相當專業有耐心！尤其是林s,個性活潑熱心！裡面的試吃品都很好吃，不小心就買好多喔..下次會再來光臨的"
,84,pos,3 週前,綠能產業，頂樓很熱，小孩可以穿襪子到3樓玩
,85,pos,1 個月前,這裡有珍珠奶茶的製作工具等介紹，還有好喝的珍奶ㄛ，推……
,86,3,2 週前,兒童遊樂區假日才開放，賣掛包的地方座位有點少
,87,pos,3 週前,製作珍珠奶茶好好玩，而且也可以了解歷史文化！值得推薦
,88,3,2 個月前,最近星期一~星期五的下午茶因為疫情暫時停止供應，但是假日還是有供應的!改一般正常的餐點，所以要吃下午茶的朋友們去之前先電話詢問喔!這次去吃的餐點牛排的部分大小不均，素食餐點太油了有點失望!但是還是拍了美美的照片讓大家欣賞一下!不過燈泡珍奶還是喝到飽喔！
,89,pos,1 個月前,環境很寬敞舒適，現場還有DIY手做很適合親子同樂，推
,90,pos,2 週前,適合親子小憩的景點，小孩手作珍珠奶茶有趣的體驗。
,91,pos,4 天前,講解炸彈老師很棒唷，很親切又很有耐心，加油唷！
,92,neg,2 個月前,真的很普通點了星星推薦的兩款珍珠很普通整間屋子都是油煙(讓人無法多待)真的很可惜
,93,pos,5 天前,珍奶好喝又平價，又可以參觀打發時間！
,94,3,2 個月前,"如果沒有報名DIY的話, 其實沒甚麼可以逛的.簡單的介紹一下珍奶的相關訊息, 買買相關產品由於免門票參觀所以也沒有甚麼期待與負評."
,95,3,2 週前,順路經過可以考慮，但不太需要專程過來...
,96,neg,3 個月前,只有一二樓能逛，展覽也偏無趣，拍拍照就差不多。點了鐵觀音和珍珠紅茶拿鐵，滿心期待卻都很難喝，送餐速度又慢，如果天氣好不如去看海~
,97,neg,3 個月前,珍奶有夠難喝，還不如外面手搖飲買 ，珍珠像隔夜一樣難吃，店員對外收款戴口罩在裡面調配飲料不帶口罩😑，全部原料都是調配粉製成，真難喝。
,98,neg,4 個月前,隨便買了一樣產品榛果奶茶，滿心期待，結果整個爛透了，泡出來，底部一大堆渣渣，用熱水再度沖泡想一口氣像吃藥一樣喝入，結果超稠的，我差點反胃吐出來，真的很失敗，各位請慎選其他產品———————-不死心泡了三次，濃度一直降低到需要加糖來提味，結果還是渣渣不少😥。其實也不用勞駕回收，我銅牆鐵胃的，但希望趕快檢驗產品，我是覺是配方有問題，為了提味參雜不溶解成分，無非是想降低成本；另外希望對員工好些，第一次去針對某些產品提出小疑問，員工竟說不知道，主因是產品都要花錢自己買來吃，所以幾乎沒吃過公司的東西，聽到都傻眼了。對自己公司的東西不了解，這⋯
,99,pos,2 週前,優質的珍珠DIY體驗，很值得再帶小朋友來一次
,100,pos,1 個月前,這次的DIY珍珠奶茶真好玩，希望下次還可以做珍珠奶茶！！
,101,pos,1 個月前,中途休憩的好地方， 來這邊要參加DIY比較好玩。
,102,pos,2 週前,珍珠好吃 材料包方便帶會家當拌手禮
,103,neg,2 週前,完全沒有服務可言，不知道憑什麼收服務費
,104,pos,3 個月前,非常推薦貴公司的餐廳，我們也常去，而且讚譽有佳，所以總是跟周邊親友推薦。可惜，今日女兒回來大抱怨：1、僵屍蛋糕2、葷食很多不太新鮮3、菜沒洗乾淨也許最近疫情嚴重，客人太少，導致目前這種狀況，這是我們可以理解的，但品質的維持是最好的廣告，相信貴公司一定也會認同的！今日女兒回來，聽到貴公司準備花大錢做廣告，個人認為有點本末倒置，若能維持品質，再來廣告才是好的廣告，否則只是反宣傳而已！貴公司餐廳屬於少數台灣我們所喜歡的餐廳，期待貴公司能挺過目前的困境，必能鴻圖大展！
,105,pos,3 週前,珍珠奶茶DIY真有趣，也認識全館綠建築
,106,pos,2 週前,環境舒適，DIY教學認真風趣，珍奶好喝
,107,pos,1 天前,親子珍奶DIY，不錯的體驗！
,108,3,3 週前,"吃的還OK,但奶茶真的就香B猛B了!"
,109,pos,2 週前,教學很詳細，也有介紹這邊的歷史，很棒！
,110,pos,1 週前,詳細介紹木薯製品及飲料始，值得參觀～
,111,pos,4 週前,館內環境舒服，DIY體驗老師教的很細心！
,112,pos,5 個月前,宜蘭的第一站，到前打電話報名參加珍珠奶茶diy，一想到可以自己可以親手做珍珠變很興奮，建築風格明顯🏠外牆是清水混泥牆，稱是節能綠建築，樓梯部分是沒有冷氣有一點熱，廁所也是採用自然通風。後來和櫃檯人員了解後才明白，製作珍珠奶茶分兩種一種是「手作珍珠diy」製作時間（2-3小時），另外一種「手搖珍珠diy 」是把珍珠放在容器中加入奶茶☕️（30分鐘）。天啊！差好多！好在一個人做另外一個人可以陪同，費用攤提下來又減少，製作過程只適合小朋友，對我們這些大人有點無聊（就是怕泡奶茶+珍珠）。不過倒是第一次看到珍珠粉的原料=樹薯粉的盆栽🎍，倒是有學到這點！其他無特別。
,113,neg,4 個月前,擺幾個瓶瓶罐罐就開店...文化發展始呢？弄個紙做的地攤店還有老舊自行車就上架觀光路線二樓繞下來一樓直接進到超大佔地面積的商店，這環境感覺就搜集商品來賣而已，其中燈泡奶茶杯不外售，兩個方案可以用到燈泡奶茶杯，第一DIY報名才要好像399吧！第二：燈泡奶茶杯要用可以！點餐！現場使用不能帶走。第三：真要帶走有個方式，消費1000元送一個小的...無語了...
,114,pos,3 個月前,三樓親子館很適合小孩活動(要先消費200），服務人員親切，但是入口左邊的餐廳油煙味很重，扣一顆星
,115,pos,2 週前,帶小朋友體驗珍珠奶茶的搖製過程，讚！
,116,pos,3 個月前,珍珠奶茶教學很細心，和小朋友互動效果很好，值得推薦一家老小一起來體驗的哦！
,117,3,3 個月前,因為下小雨 剛好經過就進來逛逛然後裡面賣的珍奶好甜哦😂（但珍珠的部分是滿好吃的還有卜肉好吃
,118,3,2 週前,飲料不好喝，二樓有些東西可參觀
,119,pos,1 天前,奶茶好喝!小朋友過很開心
,120,pos,2 個月前,DIY 很好玩哦！小孩都可以來試試看展覽館也可以知道珍奶的發展歷史
,121,3,2 個月前,不用門票，只是能看的不多，除非有要體驗做珍珠或拍照，不然不推薦來
,122,pos,2 週前,手搖珍珠奶茶diy適合小孩子玩，不錯
,123,3,3 個月前,著名的燈泡珍奶需進入餐廳飲用，並有人頭低消的限制，同行者並非每個人都要喝，如能在速食區點餐會比較方便親民
,124,3,3 個月前,免門票費、免停車費，還有很大的停車場可停車，適合帶小朋友來走走看看，內部算很好拍照，也有餐廳。
,125,pos,3 週前,珍奶DIY230元，珍奶高貴不貴，還可以玩。
,126,3,3 週前,天氣熱人很多 主打的珍奶比50嵐還不如
,127,pos,2 週前,很棒的課程，很棒的體驗，可惜小孩不受控。
,128,pos,2 週前,手搖珍珠DIY好吃、好玩、綠色建築好涼快
,129,neg,2 個月前,珍奶鳳梨酥超級無敵甜，吃完都有點胃食道逆流
,130,3,3 個月前,主餐出菜很慢，所以慢慢吃到飽之後上來煮餐就再慢慢吃囉～珍珠奶茶無限暢飲，只是冷冷的下雨天沒有提供熱的珍珠奶茶，有待改進
,131,pos,1 個月前,遊戲區好好玩，午餐燒烤好好吃，工作人員態度親切。
,132,pos,1 個月前,餐點不錯附酥皮濃湯 .珍奶無限暢飲.
,133,3,2 週前,內容太少太偏僻，希望可以增加多一點活動與內容
,134,pos,2 個月前,講解老師超有耐心的解釋課程的程序，自己手做奶茶超好喝。
,135,pos,2 個月前,手搖珍奶DIY有趣又好喝，小朋友很喜歡～
,136,pos,4 個月前,全球第18名的台灣珍珠奶茶；第一名是水喲～提倡台灣之光也不忘提醒民眾要多「喝水」讚👍🏻
,137,pos,3 個月前,可以看到珍珠的生產歷程還可以試喝珍奶燈泡奶茶只能內用，燈泡杯無法帶回家留念
,138,pos,1 個月前,有賣很多茶包，沖泡式飲料之類
,139,pos,2 週前,DIY珍珠很好玩，餐廳食物很好吃。
,140,neg,6 個月前,買回來煮完的珍珠發現根本沒切斷，從第一顆可以喝到最後一顆全都連在一起；館舍本身很多人評價過了，一樓幾乎只有賣場，二樓靜態展示我就留點口德...。重點還是那珍珠啊！1:10的滾水煮了40分鐘還那麼硬...然後也有照著教戰紙條上的過兩次冷水...確實令我失望透頂...不知參觀過的日本人會不會因為這樣對タピオカ絕望呢？
,141,pos,1 個月前,可以花2小時來看看，還有手作珍珠課程，可以來看看呦
,142,pos,4 個月前,可停留時間大約20-30分鐘看看解說買個珍珠回家DIY 煮珍奶但感覺不會想再去第二次除非想買珍珠回家煮
,143,pos,3 個月前,了解珍珠的原料，讓小孩親手調製珍奶，大人小孩都開心   很特別的經驗，現場還有歷史展示，讓孩子了解過去，很不錯
,144,neg,4 個月前,就是個大間點的小賣店…景點常看到的那種。珍奶路邊買就好，燈泡瓶子露天有。餐廳更是慘到難以言諭，量少又爆貴，牛排我煎起來還比你好吃！
,145,neg,4 個月前,黑糖珍珠撞奶，就是直接給你一杯熱牛奶跟用白開水煮的黑白雙珠，你這樣跟我說叫黑糖珍珠？找店員問，結果店員居然是直接對著吸管加黑糖漿！你用那黑糖漿的罐子對過多少人的吸管加啊？有夠噁心！而且直接加爆，直接變糖漿，傻眼要嗎就沒味道，要嗎就重口味，哈囉？貴公司真的有想要經營嗎？人事超差勁的
,146,pos,2 週前,蠻有趣的自製珍奶過程，自己做自己喝
,147,pos,5 個月前,位置雖然有點偏遠，但交通停車等卻極為方便。本體為綠建築足見經營者的用心，一樓販賣各式特色商品及餐廳，二樓為珍奶文化館及DIY體驗活動區。三樓則是可以提供大型活動的場館及一個兒童遊戲區。來這裡你可以蜻蜓點水般的買點特色商品喝杯珍奶就走，也可以深度體驗一下何為珍奶文化，若有興致更可以去沙灘上走走欣賞無敵海景。總的來說相當多元值得一遊。
,148,neg,5 個月前,說難聽點，就邊就是在宰殺觀光客的地方，雖然不用門票，裡面的東西不便宜啊！樓上的diy，官方網絡上說有專人導覽共計250元，原來只有語音導覽，還要自己掃QRCALL，有在欺騙消費者之嫌。另外我查看網路上為何那麼多5顆星評價，原來是因為Diy完，必需打卡五顆星，出示五顆星的證明，才可以換一隻發光手環，耐不住小孩的要求，昧著良心打了五顆星，回家後，立即改成一顆星。
,149,pos,3 週前,超好玩又值得體驗的珍奶之旅值得推給大家
