_id,sid_comment,star,time,comment
,42,pos,5 個月前,從懵懂無知，到初學時總擔憂若不察依代表符號揩示索引輸入。總會有所閃失而失去先前字句輸入？在對設站/址精於演練/算/輸入的好朋友~給的號碼/地址 嘗試抱著不緊張~惶恐~慢慢地! 總之要有信心@由點觸~吸引~助理帶領及收音驛文。咸謝有著地圖CpR帶領  中文發音告知 下條路距離等一併應用。現在算評量幾顆星，我會說3-5顆星？
,43,pos,3 個月前,導覽很詳細又親切 全館都可以拍照 還有一堆相框可以拍✌  門票還可以折抵商品 還有小禮物可以拿 是個好地方😁
,44,pos,4 個月前,外表看似平凡，內部細心規劃，讓人覺得值得此行，最重要的事，服務人員熱心介紹，或許是因為她們的服務品質點綴了這棟建築的藝術，建議花點錢買張票支持他們，相信會做的更好喔！
,45,3,1 週前,東西不多，門票可以換個小東西
,46,pos,6 個月前,入場時工作人員給予非常詳盡的解說，包括現場體驗摸油畫，介紹油畫存放年限以及畫框材質的不同等等，每層樓有不同主題，使用不同流派畫法去表現同一幅畫作，各流派風格鮮明有特色，亦有相框diy活動，展場共有4樓且逛下去活潑有趣不枯燥，末了可以嘗試自己搭配各大名畫與相框，但是我蓋歪了(強迫症發作非常推薦帶小學以上的孩子來薰陶文藝氣息，但也要注意體驗區外展品不能碰處，以及最重要關閉閃光燈，以免對油畫造成傷害唷＼( ^▽^ )／
,47,pos,4 個月前,門票含DIY，購物可折100元，導覽很熱心專業，外觀看起來不大，但認真逛可以玩一個下午，還可以將自己的創作貼上牆，好拍、好玩、知性，非常充實！
,48,pos,5 個月前,超好玩～到處都是畫框想怎麼拍就怎麼拍，最好跟一群朋友一起來最棒的是有很多可移動的畫框可以拿著到處拍照非常適合拿來模仿世界名畫但你需要非常厚臉皮&一群志同道合ㄉ朋友才能支援你拍出世界名畫然後館內ㄉ姐姐人都很好又漂亮都會很親切的講解～推推推有停車場外面有積木可以玩 等待時間不無聊讚讚～
,49,pos,4 週前,適合親子遊玩，有很多好拍的畫。旁邊有空地可以停車。
,50,pos,5 個月前,好玩有趣，適合與朋友、情侶或情人一起共度快樂的下午時光。有著許多畫作的故事背景及介紹，親切的工作人員詳細介紹，以及生趣的活動，介紹畫作與畫框的關係，畫框的種類等等。二樓還有關於一些恐怖關於畫作的都市傳說，利用生動的文字及真實發生的故事，替這張畫作添上了更多神秘詭異的氣氛，膽子大的人適合進去看看！購買票卷後能夠抵免一些商品，參加活動也可獲得優渥獎品，絕對值回票價，非常好玩。
,51,pos,6 個月前,一開始抱持著進來逛逛的心態 卻比想像中有趣很多 一進門買完票 店員就會帶你做簡單的導覽 介紹相框的類別及畫作的種類及特性 之後就是很自由的參觀時間 可以瞭解各畫作派別的差異處 例如印象派是著重在描繪光與影的呈現 以矇矓美的方式表現 寫實派顧名思義就是呈現作品當下作者想要表達出的生活體制或是社會現象等等 可能剛好因為來的時候人不多 反而能很自在的參觀拍照 一待就一個下午 是個打發時間的好地方
,52,pos,5 個月前,票價180根本划算到爆，玩了一整個下午，拍了很多的照片，展場內導覽講解也很細心，在欣賞畫作的同時，也能學習到相關的知識，適合與家人情人朋友一同前往，體驗各種畫作，也創造自己的畫作，甚至有DIY體驗課程與各項商品，非常值得一試，店員非常和藹，有什麼問題都能詢問，都會非常細心的回答，推推！
,53,pos,5 個月前,不起眼的外關，本來有些失落，但進去之後，解說員很用心介紹，許多不同時間名著翻版，還有很多畫框可以創造屬於自己的話，帶小朋友來的話也有闖關活動不會覺得無聊，關於繪畫方面的知識也可以清楚的從解說員口中獲得慢慢的藝術只是，裡面滿滿的藝術氣息，很適合大學生與同學，三兩朋友與情侶也非常適合來拍網美照，爸爸媽媽帶小孩來也可以玩的盡興，玩的聰明廁所乾淨 有停車場
,54,pos,5 個月前,來宜蘭這麼多次第一次到訪這裡，這裡充滿了藝術氣息，卻也不會令人覺得與藝術有距離，可以親自體會到畫作的美以及許多創新甚至一些惡搞原作的圖，到二樓還有鬼畫的部分附上許多的小故事，看得令人印象深刻、怵目驚心，裡面真的有很多可以拍照的地方很好拍，跟朋友一起來更可以創造出許多有趣的回憶，外面的停車空間很大，不會有停車上的問題，是值得一來的好地方！
,55,pos,5 個月前,解說很詳細，跟著同學們一起來會有很不一樣的樂趣，可以合作一起拍出世界名畫，雖然小小一棟但裡面滿滿的畫作，很適合拍照，自己當世界名畫的主角，有闖光遊戲還有精美的小禮物，非常推薦大家一起來玩，每幅畫都詳細的註解，儘管對藝術完全不了解，也很推薦可以來，一個很文青的地方跟同學們一起來會很有趣，甚至會拍照拍到流汗，是一個可以讓你發揮創意的好地方，有停車場、廁所乾淨、工作人員人很好，門口外有積木可以自己玩打發時間。
,56,pos,5 個月前,初次來到宜蘭五結畫框博物館，蠻別富新意的景點，似乎沒有遇過相似的展覽所，針對畫框做註解，同時擁有悠閒及藝文氣息。裡面不僅拍照起來相當豐富，背景繽紛鮮明，還可以做好幾項DIY（已包含門票費用內），個人覺得非常超值，現場服務人員也相當親切，部分區域還有導覽講解，是一個親子同遊的好地方，寓教於樂，下次若有機會還會再來回訪。
,57,pos,2 個月前,館內畫作超豐富，妹妹講解認真讓人身歷其境ㄛ！
,58,pos,6 天前,很好玩，解說很清楚!也有很多可以拍照的地方😍
,59,pos,6 個月前,本來是路過臨時起意，但沒想到是一棟很特別好玩的博物館，非常推薦來宜蘭遊玩的旅客駐足欣賞美麗的畫作，一進門每位店員都很熱情親切說明，學習到很多有關繪畫的小知識，全館開放拍照讓我玩的不亦樂乎，還有一些互動的小遊戲也很棒，最讚的是門票可以抵館內消費也超級貼心，好玩又有得拿，是個適合全家大小放鬆消磨時間的好地方，有機會來宜蘭走走千萬不要錯過。
,60,pos,5 個月前,在宜蘭的第二天，依照預定行程，來到畫框博物館，在停車場就被一幅超大的梵谷向日葵吸引，來到門口，一隻超可愛的樂高皮卡丘讓王小寶眼球發亮，入內親切可人的工作人員詳細說明了館內的動線及展示主題，隨著我們的腳步，看到了許多讓我們驚艷及驚羨的畫作，並和許多美侖美煥的畫框合影，讓我們有機會每個人都當了一次畫中的主角，留下美好的回憶。
,61,pos,5 個月前,今天來到畫框博物館，在小小的四層樓中遇到了許多世界級的畫作，其中也我最喜歡的畫家---莫內；我也多認識了新的畫家--吳衍群，它的“九鶴祥瑞”深得我們家人多的喜歡。它還有計劃了許多活動包括最基本的欣賞名畫、畫貼紙、蓋印章還有畫框DIY !這是一場深度藝術之旅，欣賞畫作可能成為我的一個新興趣。總之，我在這裡度過了美好的時光。
,62,pos,7 個月前,入場門票$180。可以折抵100買東西，也會送紙相框或是可愛的小小塑膠積木相框，裡面很漂亮，展區分成1、2、3樓，4樓是兌換可以自己圖畫的明信片跟貼紙，可以直接在貼紙上畫圖，貼在牆面上，展區內還貼心的將小朋友看到可能會小害怕的畫作，用布簾做分區分，在裡面時間不含DIY大致可以待30-40分鐘，當然如果是網美網帥可能會多待一點。裡面很好拍照，1樓也會有導覽人員做一些油畫跟畫框的介紹，整體來說很舒服，也不會很吵雜，在悠閒的午後，增添一點文藝氣息，感覺很棒。在3樓也有3D圖畫展區。裡面還有許多圖畫，有興趣的人，就親自走訪一趟吧^-^
,63,pos,5 個月前,第一次來到美拍玩很大，畫框博物館，內容比想像中的豐富很多。工作人員滿專業的，除了介紹畫框跟畫作之外，也額外知道了一些有關畫作的小知識，像是畫家的畫作價錢怎麼訂，畫作size怎麼計算等等特別的知識，挺有趣的。此外，裡面也有很多畫框可以供人拍照，很適合打卡拍照📷，不小心就照了很多照片，很適合打卡🤣。然後還有一些diy跟互動的活動，小朋友玩得挺開心，是個值回票價，可以再來一次的景點😊
,64,3,6 個月前,看了評價才來，但與評價期待落差蠻大的，若你帶不受控的小小孩只是要找個放電的地方，這裏完全不推薦。館內的展品都不能碰，地方小，價格偏高，雖票價可折抵館內買東西100元，但館內東西也偏貴，且一個物品只能抵用一張，等於四個人進去要分別買四個東西才能用掉四張，票價已高，又有點要強迫人再多花錢，感覺不是很好，展品有幾幅是還算有趣，也許喜歡拍照的人會喜歡，但我應該不會再去了！
,65,pos,5 個月前,今天是放連假的第一天，我們全家人帶著愉快的心情，來到宜蘭的畫框博物館，總共有四層樓，看到了很多的名畫，例如有蒙娜麗莎的微笑、夢、吶喊、拾穗....等作品，三樓的牆上還有立體圖，有恐龍、海底世界、瀑布，還有許許多多的畫框，非常的好看，還有好玩的DIY跟闖關遊戲，還有組裝樂高的相片框，我們都覺得很好玩，我下次還要再來這裡玩～～～！！
,66,pos,5 個月前,當初抱持著試試看的心情來這家博物館參觀，沒想到裡面的導覽員非常用心地解說，認真地介紹畫作的演進史，讓我更了解畫畫的歷史。除此之外，也有很多裝置藝術和可以給拍照的地方，很適合家庭一起來玩！或是網美要拍照的話，裡面也很多很美的地方可以拍得很美打卡上傳ig。總而言之，就是一個很美很好拍照打卡的地方啦😂😂😂😂😂😂😂😂
,67,pos,5 個月前,來到畫框博物館，大朋友小朋友都玩得不亦樂乎，導覽人員生動的介紹，以活潑的方式呈現畫框畫作的知識，寓教於樂，例如使用紫外線燈作畫，也讓小朋友了解畫作容易受到紫外線的侵害、用顯微鏡照畫作觀察細節，自己蓋章、畫貼紙，也有很多世界名畫可以讓小朋友欣賞，很適合親子同遊！
,68,pos,5 個月前,"很是新奇有趣的一個參觀景點，從一個相框到一幅畫，還有很多知名的畫作，透過導覽解說說，讓人有一種""學到了""的感覺。"
,69,pos,5 個月前,導覽員講解很詳細 很親切有闖關活動 最近在抽獎門票$180 物超所值 參觀完有小禮物很適合家人一起來
,70,pos,4 個月前,停留2小時內的行程，門票覺得有點貴，雖然內部還ok，不過應該不會想再來了
,71,pos,2 個月前,很好拍，也有diy，門票還可抵100元，推推服務人員很親切，讚
,72,pos,5 個月前,充滿藝術育教的地方，空間雖小但五臟俱全，DIY頗又意思，不錯的好地方^^
,73,pos,2 個月前,很有趣很多畫作解說也很詳細還可以小闖關拿禮物很值得來👍👍👍
,74,pos,5 個月前,場地雖不大，但動線規劃不錯，館內人員十分親切，是個溫馨好拍照的景點。廁所非常乾淨，大大加分！
,75,pos,3 個月前,雨天的好地方～ 服務人員的解說非常的仔細可以更好的欣賞這些作品👍
,76,pos,7 個月前,外觀看起来不大，就像一棟獨棟住户的感覺，但從一走進門口，服務人員專業的解説，馬上感受到親切和專業。一樓入口處服務人員會先作樓層介紹，並介绍（畫框）的材质和特色。二樓是介绍不同畫風，畫派，經由服務人員淺顯易懂的解説，讓人可以馬上進入繪畫的情境，另外還有米粒，積木作成的畫，讓人驚艷。三樓則是由立體畫及名畫變異版，拍照畫框組成，非常適合情侣，親子一遊。四樓則是簡易的DIY，作完之後回到一樓可以再作DIY。整體可以逛1到2個小時。重點是服務人員非常親切，有門必答，又很漂亮可爱啊~
,77,pos,1 週前,蠻值得來得~工作人員很親切導覽
,78,pos,5 個月前,小而美的博物館，票價稍高(180)，但有附小積木DIY，還有適合拍照的小角落，同時也是個適合雨備的景點
,79,pos,1 個月前,環境很好拍照小朋友也有喜歡的diy很適合親子室內景點
,80,pos,6 天前,真的很好玩，導覽員介紹的很精彩喔！
,81,pos,7 個月前,第一次幫小朋友來畫框博物館，一大早就滿多家族旅遊來參訪，一到停車場，館內服務人員即熱心的引導停車，因為10:30才開始，故戶外有放一些相框及積木先給小朋友玩，打發時間，時間一到，即進館買票，服務人員也很熱心解說館內展出及原因，感受到館方期待透過這樣的展覽，讓更多民眾及小朋友感受到藝術及畫作及畫框的薰陶。一上二樓就有不同畫派的介紹及不同的油畫作品，尤其是一些大師的介紹，也有3D立體畫，小孩也可在闖關成功後留言及DIY，是個很適合全家的假日去處。
,82,neg,4 個月前,沒什麼實質內容， 敢收180元的門票應該很快就會被市場淘汰吧
,83,pos,6 個月前,宜蘭超適合下雨天的室內景點！！裡面還蠻好拍的很多很多的相框🖼️可欣賞不同時期的畫風、畫派還有導覽介紹👍但門票$180元小貴，雖然可以折抵購物使用，但是折抵後都還要付破百的價錢比較不是那麼親民
,84,pos,6 個月前,原以為只是單純介紹畫框的材質讓我認為只是一般介紹，來了之後大大顛覆我的想像，畫框博物館內，各式各樣有趣的事情發生，有親切的解說，細心的服務人員，簡單兼有去的DIY手作藝術品，周邊環境適合大朋友與小朋友一起拍照，親子同樂的小地方，不定時有趣活動可和現場的大姐姐們一起先做同樂，今天創造了滿滿的回憶期待下次光臨，有不同的故事發生
